TranscriptionId	Channel	StartTime	SegmentDuration	Transcription	RecordingId
363841	2	0:01:46.004	00:00:12.677	Oo [filler/] ilagay mo na lang [filler/] "Flordican Benedicto" [n_s/]	d85fbb76-4182-4254-9acd-06bd1cb08d6a
352564	1	0:03:54.686	00:00:18.805	[n_s/] Maraming salamat pam- [eng_start/] ma'am [eng_end/] kung ganun po at magandang araw po sa inyo at maraming salamat sa pagtawag sa [eng_start/] "Insurance [eng_end/] ng Bayan" [n_s/]	a74d7c64-f798-4bf0-890e-bca158c9a830
360112	2	0:00:56.098	00:00:9.416	[filler/] [eng_start/] Ma'am [eng_end/] yung hinahanap ko kasing [eng_start/] insurance [eng_end/] ay kailangan para sa bagong ari-arian paupahan ko sanang humingi ng [eng_start/] quote [eng_end/] [n_s/]	11978114-5357-4f58-b3fe-31ef1d8f64bc
360106	2	0:00:26.080	00:00:3.120	"Disyembre" [eng_start/] twenty five nineteen eighty nine [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc
352541	1	0:00:42.122	00:00:15.684	[n_s/] Maraming salamat po sa impormasyon [eng_start/] ma'am [eng_end/] at na [eng_start/] active [eng_end/] ko na po ang inyong [eng_start/] account [eng_end/] at hilingin ko lang po sa inyo na maghintay ng sandali habang tinitignan ko ang lagay ng inyong [eng_start/] claim [eng_end/]	a74d7c64-f798-4bf0-890e-bca158c9a830
363849	2	0:03:13.631	00:00:4.032	[n_s/] [filler/] Ganun ba sige sige [filler/] naunawaan ko Salamat	d85fbb76-4182-4254-9acd-06bd1cb08d6a
303957	1	0:03:13.801	00:00:11.423	[filler/] Para naman po sa halagang matitipid po ninyo kayo po ay makakatipid po ng limang daang piso kada buwan at kada taon naman po ito po ay [filler/] anim na libong piso po	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
363845	2	0:02:13.992	00:00:7.295	Oo bale paheras naman kami ng [filler/] address [filler/] yung sa [eng_start/] "One Two Three [eng_end/] Loverino [eng_start/] Street [eng_end/] Malate Manila"	d85fbb76-4182-4254-9acd-06bd1cb08d6a
360129	2	0:03:23.692	00:00:5.048	[filler/] Sige po [eng_start/] ma'am [eng_end/] sumasang-ayon po ako magandang araw at paalam po	11978114-5357-4f58-b3fe-31ef1d8f64bc
360122	1	0:02:26.705	00:00:6.609	[filler/] Maraming salamat at tanungin ko lang po [eng_start/] sir [eng_end/] ang taon kung kailan niyo itinayo ang inyong ari-arian	11978114-5357-4f58-b3fe-31ef1d8f64bc
352561	2	0:03:18.082	00:00:12.396	[n_s/] [filler/] Paano po ba gumagana ang [eng_start/] survey [eng_end/] ninyo	a74d7c64-f798-4bf0-890e-bca158c9a830
363850	1	0:03:19.727	00:00:4.855	Walang anuman po [n_s/] [filler/] maraming salamat din [eng_start/] sir [eng_end/] [filler/] maitanong ko lang po ano pa po bang [n_s/] maitutulong ko	d85fbb76-4182-4254-9acd-06bd1cb08d6a
352555	2	0:02:28.186	00:00:13.378	[filler/] Sige po maraming salamat po mga kailan po kaya maipapadala ang [eng_start/] email [eng_end/] [n_s/]	a74d7c64-f798-4bf0-890e-bca158c9a830
303942	2	0:00:39.683	00:00:6.875	[n_s/] [filler/] ika-dalawa ng "Hulyo" taong [eng_start/] nineteen eighty-nine [eng_end/]	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
352538	2	0:00:25.185	00:00:8.910	[filler/] [n_s/] "Andine Lustre" po [n_s/]	a74d7c64-f798-4bf0-890e-bca158c9a830
352554	1	0:02:19.251	00:00:15.549	[n_s/] Maraming salamat po at [eng_start/] ma'am [eng_end/] ipapaliwanag ko lang po ha na magpapadala po ako ng [eng_start/] update [eng_end/] at marahil po ay nalaktawan lang iyon sa [eng_start/] system [eng_end/] noong unang beses [n_s/]	a74d7c64-f798-4bf0-890e-bca158c9a830
360126	1	0:02:46.431	00:00:13.034	[filler/] Sige po [eng_start/] sir [eng_end/] ipapadala ko po sa [eng_start/] email [eng_end/] ang mga pagpipiliang [eng_start/] policy [eng_end/] batay po sa ibinigay na impormasyon at ise-send ko po ito sa [eng_start/] email [eng_end/] na [eng_start/] cookies one four three at "Gmail" dot com [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc
303939	1	0:00:15.144	00:00:10.404	[filler/] Ganun po ba naku wala pong problema dahil [filler/] matutulungan ko po kayo ngayon pwede ko po bang mahingi ang inyong [filler/] buong pangalan pati na po ang [filler/] [eng_start/] policy number [eng_end/]	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
301905	2	0:02:28.134	00:00:7.156	Oo nakat- opo [filler/] nakatanggap din po kasi ako ng sulat na nag-aalok ng [filler/] pay- [eng_start/] paperless billing [eng_end/]	0853715e-c92a-4ece-b73a-6c46249048b9
363852	1	0:03:34.882	00:00:11.762	[filler/] ma- [filler/] walang anuman [eng_start/] sir [eng_end/] maraming salamat rin po [filler/] sir [filler/] tanong ko lang kung gusto niyo po bang magsagot sa isang [eng_start/] survey [eng_end/] tungkol lang po ito sa aming kumpanya [filler/] malaking bagay po ito sa amin at malaking tulong din po itong [eng_start/] survey [eng_end/] na to	d85fbb76-4182-4254-9acd-06bd1cb08d6a
303956	2	0:03:07.421	00:00:8.099	[filler/] Interesado po ako dito [eng_start/] ma'am [eng_end/] magkano po kaya ang matitipid ko [n_s/]	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
301906	1	0:02:36.981	00:00:4.036	[filler/] Ganun ho ba sige ho makakatulong rin po ako kaugnay nito	0853715e-c92a-4ece-b73a-6c46249048b9
379067	1	0:01:00.383	00:00:9.272	Maraming salamat po [filler/] [eng_start/] ma'am [eng_end/] humihingi po ako ng kumpirmasyon na gusto niyong palitan ang [eng_start/] beneficiary [eng_end/] sa inyong [eng_start/] policy [eng_end/]	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
363854	1	0:03:55.735	00:00:12.273	[filler/] Yung [eng_start/] survey [eng_end/] po namin hindi naman po siya ganung katagal [eng_start/] sir [eng_end/] nag- [filler/] Naglalaman lang ito ng dalawa hanggang limang tanong [filler/] at madadali lang naman po yung mga tanong dito at masasagutan niyo po agad kaya hindi naman po ito masyadong magtatagal	d85fbb76-4182-4254-9acd-06bd1cb08d6a
311629	1	0:03:04.381	00:00:2.850	[filler/] Meron pa po ba akong maitutulong sa inyo	f6923290-fc2f-417c-899a-db303f0b2402
311611	1	0:00:00.000	00:00:10.672	Magandang araw maraming salamat po sa pagtawag sa [eng_start/] "Livelihood Insurance" [eng_end/] [filler/] Ako po si "Kristina" Ano pong maitutulong ko sa inyo [n_s/]	f6923290-fc2f-417c-899a-db303f0b2402
303954	2	0:02:43.679	00:00:8.390	[n_s/] [filler/] [filler/] [eng_start/] Ma'am [eng_end/] maitanong ko lang [filler/] ano-anong uri pa ng [eng_start/] supplemental coverage [eng_end/] ang pwedeng ligtas na alisin	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
303955	1	0:02:53.312	00:00:14.254	[filler/] Para naman po diyaan ang ma- ang maiimungkahi ko po sa inyo na uri ng [eng_start/] coverage [eng_end/] na [filler/] pwede pong tanggalin ay ang [eng_start/] uninsured motorist coverage [eng_end/] o di po kaya yung [eng_start/] temporary replacement car coverage [eng_end/]	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
352547	1	0:01:35.978	00:00:15.143	[n_s/] [filler/] Ganun po ba nakakagulat naman [eng_start/] ma'am [eng_end/] kasi ang karaniwang tagal ng paghihintay sa [eng_start/] file [eng_end/] ng pag-file ng [eng_start/] claim [eng_end/] [filler/] kumplikado po [n_s/]	a74d7c64-f798-4bf0-890e-bca158c9a830
303941	1	0:00:37.305	00:00:5.325	Salamat po [eng_start/] ma'am [eng_end/] pwede niyo po bang ma-iverify yung petsa po ng inyong kapanganakan	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
303950	2	0:02:07.178	00:00:12.020	[n_s/] [filler/] Sige po [filler/] nauunawaan ko ito [filler/] [eng_start/] ma'am [eng_end/] ano po yung ibang detalye tungkol sa ibang opsyon na sinabi niyo kanina [n_s/]	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
352536	2	0:00:12.593	00:00:6.956	[n_s/] [filler/] gusto ko po sanang malaman ang lagay ng [n_s/] isang kasalukuyang [eng_start/] claim [eng_end/] sa [eng_start/] home insurance [eng_end/] [n_s/]	a74d7c64-f798-4bf0-890e-bca158c9a830
360103	1	0:00:00.000	00:00:7.575	Magandang araw maraming salamat sa pagtawag sa [eng_start/] "Insurance [eng_end/] ng Bayan" ako po ay si "Grace" ano po ang maitutulong ko	11978114-5357-4f58-b3fe-31ef1d8f64bc
311623	1	0:02:04.576	00:00:3.848	at hingin ko na rin po ang [eng_start/] address [eng_end/] sa koreo ng [eng_start/] beneficiary [eng_end/]	f6923290-fc2f-417c-899a-db303f0b2402
311612	2	0:00:11.343	00:00:7.112	Maganda araw "Cristina" [filler/] Gusto ko lang sana malaman kung paano palitan ang [eng_start/] beneficiary [eng_end/] sa aking [eng_start/] policy [eng_end/]	f6923290-fc2f-417c-899a-db303f0b2402
360104	2	0:00:07.453	00:00:6.927	[filler/] Magandang [n_s/] araw po gusto ko po sanang taasan ang [eng_start/] coverage [eng_end/] ng aking [eng_start/] home insurance [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc
379064	2	0:00:48.811	00:00:2.528	Mayroon na kasi akong bagong [eng_start/] address [eng_end/]	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
363844	1	0:02:05.291	00:00:7.046	[filler/] Sige po [filler/] pin- bale pinsan niyo po siya [filler/] [eng_start/] sir [eng_end/] mahingi ko na rin po sana yung [eng_start/] address [eng_end/] sa kuryo para sa [eng_start/] beneficiary [eng_end/]	d85fbb76-4182-4254-9acd-06bd1cb08d6a
311613	1	0:00:22.187	00:00:6.400	Na tungkol po dito ay posible po ito at hingin ko na lamang po ang inyo pong buong pangalan	f6923290-fc2f-417c-899a-db303f0b2402
352565	2	0:04:05.205	00:00:14.115	[n_s/] [eng_start/] Okay [eng_end/] po maraming salamat din po at paalam [n_s/]	a74d7c64-f798-4bf0-890e-bca158c9a830
311636	2	0:04:19.484	00:00:3.152	paalam mag ingat ka palagi Salamat ng marami	f6923290-fc2f-417c-899a-db303f0b2402
360107	1	0:00:29.109	00:00:3.918	Maraming salamat po ano po ang [eng_start/] account number [eng_end/] niyo [eng_start/] sir [eng_end/]	11978114-5357-4f58-b3fe-31ef1d8f64bc
303945	1	0:01:08.026	00:00:9.361	[filler/] Ganon po ba naku wala pong problema at [filler/] tutulungan ko po kayo diyan [n_s/] [filler/] ito po nabuksan ko na po ang inyong [eng_start/] account [eng_end/] at [filler/] binabasa ko po yung mga detalye	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
311618	1	0:01:13.132	00:00:3.494	[filler/] Ganun po ba Pwede ko po bang mahingi ang bagong [eng_start/] address [eng_end/]	f6923290-fc2f-417c-899a-db303f0b2402
303943	1	0:00:47.077	00:00:7.364	Maraming salamat po at [eng_start/] ma'am [eng_end/] [filler/] hihingi lang po ako ng ilang minuto [n_s/] para po ma-review ang [filler/] kasalukuyan nyo pong binabayaran	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
311619	2	0:01:17.999	00:00:4.656	[filler/] At [eng_start/] two zero eight [eng_end/] "Rizal [eng_start/] Avenue Extension [eng_end/] Caloocan"	f6923290-fc2f-417c-899a-db303f0b2402
301891	1	0:00:20.839	00:00:5.306	[n_s/] [filler/] Sige ho tutulungan ko po kayo tungkol diyan pwede ko po bang makuha yung buo ninyong pangalan [n_s/]	0853715e-c92a-4ece-b73a-6c46249048b9
311621	1	0:01:39.730	00:00:6.049	[filler/] Hingin ko na lang po ang buong pangalan na gusto nyong maging bagong [eng_start/] beneficiary [eng_end/]	f6923290-fc2f-417c-899a-db303f0b2402
301914	1	0:03:56.546	00:00:7.623	[filler/] Teka lang ho titignan ko ho [filler/] [n_s/] ang inyong [eng_start/] address [eng_end/] niyo po ba ay [eng_start/] boy one two three at "Gmail" dot com [eng_end/] [n_s/]	0853715e-c92a-4ece-b73a-6c46249048b9
379073	1	0:01:45.349	00:00:10.125	Maraming salamat po sa impormasyon [eng_start/] ma'am [eng_end/] Ayan [eng_start/] ma'am [eng_end/] kumpirmahin ko lang po na naidagdag na po ang [eng_start/] beneficiary [eng_end/] niyo sa inyong [eng_start/] policy [eng_end/]	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
360125	2	0:02:42.746	00:00:3.754	Opo [eng_start/] ma'am [eng_end/] [n_s/] magdagda- magdadagdag sana ako [eng_start/] ma'am [eng_end/] kung pwede po	11978114-5357-4f58-b3fe-31ef1d8f64bc
352546	2	0:01:26.622	00:00:13.203	[filler/] [n_s/] Nai-file ko pa po ito nung "Marso" ika-apat at nai-file ko din po ito nung malapit po sa may [eng_start/] "Fairview" [eng_end/] [n_s/]	a74d7c64-f798-4bf0-890e-bca158c9a830
301907	2	0:02:40.229	00:00:12.390	[n_s/] [filler/] Gusto ko ho sana na [n_s/] mat- matanggap ang lahat ng bill [filler/] sa paraang [filler/] elektroniko	0853715e-c92a-4ece-b73a-6c46249048b9
311620	1	0:01:27.143	00:00:7.114	[filler/] Kumpirmahin ko lang po na gusto niyo pong palitan ang [eng_start/] beneficiary [eng_end/] sa inyo pong [eng_start/] policy [eng_end/]	f6923290-fc2f-417c-899a-db303f0b2402
301911	2	0:03:24.656	00:00:5.267	[filler/] [filler/] [n_s/] Sige po [filler/] naintindihan ko po at gusto ko po sanang mag-enroll dito	0853715e-c92a-4ece-b73a-6c46249048b9
301901	2	0:01:54.377	00:00:5.300	[filler/] Pwede bang isa-isahin ang mga bayarin ma- [filler/] [filler/] sa [eng_start/] bill [eng_end/]	0853715e-c92a-4ece-b73a-6c46249048b9
301916	2	0:04:22.942	00:00:4.699	[filler/] wala na po at maraming maraming salamat po sa tulong nyo at paalam po	0853715e-c92a-4ece-b73a-6c46249048b9
303940	2	0:00:25.751	00:00:13.932	[filler/] Opo ang aking buong pangalan ay [filler/] "Carol de Guzman" at ang [eng_start/] account number [eng_end/] ko naman ay [eng_start/] two three four zero two zero six two zero two two [eng_end/] [n_s/]	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
379062	2	0:00:31.715	00:00:6.186	Ang akin namang [eng_start/] member I. D. number [eng_end/] ay [eng_start/] zero two three one four five five seven [eng_end/]	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
301890	2	0:00:10.781	00:00:8.456	[n_s/] [filler/] Magandang umaga din po [filler/] Gusto ko lang po sanang magdagdag ng mga [eng_start/] gadget [eng_end/] sa [n_s/] aking [eng_start/] car insurance [eng_end/] [n_s/]	0853715e-c92a-4ece-b73a-6c46249048b9
301900	1	0:01:41.113	00:00:10.146	[filler/] [n_s/] Gusto ko lang po ipaliwanag sa inyo [n_s/] [uni/] ang ilan sa mga [eng_start/] driver [eng_end/] magkakaroon po ng karagdagang [filler/] bayad para doon	0853715e-c92a-4ece-b73a-6c46249048b9
301908	1	0:02:54.174	00:00:11.886	[filler/] Oho madalas po itong pinipili na mara- karamihan po ng [eng_start/] customer [eng_end/] namin dahil mas madali nga po ang makatanggap sa kanila ng [eng_start/] bill [eng_end/] gamit po sa paraang elektroniko [n_s/]	0853715e-c92a-4ece-b73a-6c46249048b9
311630	2	0:03:08.088	00:00:11.721	[n_s/] [filler/] Wala na [eng_start/] okay [eng_end/] na ako [filler/] maraming salamat sa lahat ng impormasyon na binigay mo napakalaking tulong para sa akin [n_s/]	f6923290-fc2f-417c-899a-db303f0b2402
352551	1	0:02:08.254	00:00:10.997	Titiyakin po natin [eng_start/] ma'am [eng_end/] na magtatagumpay po ang [eng_start/] claim [eng_end/] niyo [filler/] maaari po bang hingin ang inyong [eng_start/] email address [eng_end/] [n_s/]	a74d7c64-f798-4bf0-890e-bca158c9a830
301889	1	0:00:00.000	00:00:10.632	[n_s/] Magandang umaga ho Maraming salamat po sa pagtawag sa pangkalahatang [eng_start/] insurance [eng_end/] Ako po si "Michelle" Anong pong pwedeng maitulong ko sa inyo	0853715e-c92a-4ece-b73a-6c46249048b9
301904	1	0:02:16.211	00:00:7.654	Maraming [n_s/] salamat ho [filler/] Magpapadala po ako ng [eng_start/] quotation [eng_end/] para para po sa mga karagdagang [eng_start/] driver [eng_end/] na hinihiling ninyo [n_s/]	0853715e-c92a-4ece-b73a-6c46249048b9
352535	1	0:00:00.000	00:00:14.548	[n_s/] Magandang araw maraming salamat po sa pag tawag na sa [eng_start/] "Insurance [eng_end/] ng Bayan" ako po ay si "Grace" at ano po ang maitutulong ko [n_s/]	a74d7c64-f798-4bf0-890e-bca158c9a830
301903	2	0:02:07.906	00:00:5.835	[filler/] [n_s/] "Amer Lizara" at "Gmail" dot com po	0853715e-c92a-4ece-b73a-6c46249048b9
379078	2	0:02:31.333	00:00:7.126	Bukod naman sa pag [filler/] pag-aadd ng [eng_start/] beneficiary [eng_end/] wala na akong kailangan na karagdagang tulong ngayon	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
379060	2	0:00:21.858	00:00:3.097	Ang aking pangalan ay "Kelly Blanch"	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
363832	1	0:00:24.402	00:00:9.272	[filler/] Ganun po ba Sige po wala pong problema at [filler/] posible naman po ito gawin sa pamamagitan po ng telepono pero bago po tayo magsimula pwede ko po ba mahingi ang buo niyong pangalan [n_s/]	d85fbb76-4182-4254-9acd-06bd1cb08d6a
363847	2	0:02:34.169	00:00:8.869	[eng_start/] Okay [eng_end/] [filler/] Pwede ko bang malaman kung san ko pwedeng i-review [filler/] ang [eng_start/] policy [eng_end/] ko [eng_start/] online [eng_end/] para makita ko kung may kailangan pa akong baguhin	d85fbb76-4182-4254-9acd-06bd1cb08d6a
301899	2	0:01:27.513	00:00:10.437	[filler/] [n_s/] Mga edad [filler/] nila po ay na- [n_s/] [filler/] simula sa [filler/] sa [filler/] tatlong buwan at tatlumpong limang [filler/] anyos at magkano po kaya ang madaragdag na halaga [n_s/]	0853715e-c92a-4ece-b73a-6c46249048b9
311616	1	0:00:49.043	00:00:14.474	[eng_start/] Okay [eng_end/] po maraming salamat po [filler/] kumpirmahin ko na p- din po na na-access ko na po ang [eng_start/] account [eng_end/] at ipakumpirma ko lamang po sa inyo pong [eng_start/] address [eng_end/] ng kanyang tirahan	f6923290-fc2f-417c-899a-db303f0b2402
301909	2	0:03:08.280	00:00:10.332	[n_s/] [filler/] Meron po bang diskwento para sa [eng_start/] paperless billing [eng_end/]	0853715e-c92a-4ece-b73a-6c46249048b9
352550	2	0:01:58.555	00:00:12.253	[n_s/] [filler/] Opo nag-aalala nga [n_s/] po ako kung magtatagumpay ba yung [eng_start/] claim [eng_end/] ko [filler/] [n_s/]	a74d7c64-f798-4bf0-890e-bca158c9a830
379075	1	0:02:08.645	00:00:9.919	[filler/] Opo [filler/] mabilis po ka- [filler/] mabilis niyo pong makukuha ang mga pwedeng i-review sa inyong [eng_start/] policy [eng_end/] sa [eng_start/] website [eng_end/] po	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
311628	2	0:02:58.611	00:00:2.164	[filler/] Sige sige naunawaan ko salamat	f6923290-fc2f-417c-899a-db303f0b2402
311632	2	0:03:33.188	00:00:9.876	[filler/] Si- pwede naman pero kasi marami akong gagawin mamaya [filler/] sobrang tagal ba or gaano katagal ba ang pagsagot ng [eng_start/] survey [eng_end/] na yan	f6923290-fc2f-417c-899a-db303f0b2402
303946	2	0:01:17.908	00:00:11.913	[filler/] [eng_start/] Ma'am [eng_end/] ano kaya ang pwede niyong gawin [filler/] para matulungan po ako na mapababa yung aking [n_s/] gastusin [n_s/]	70b72d29-b3c9-49cc-b8b3-782e1e26c5eb
360111	1	0:00:48.377	00:00:7.911	Maraming salamat po at maitanong ko lang po [eng_start/] sir [eng_end/] [filler/] kung ano ang dagdag na [eng_start/] insurance [eng_end/] na hinahanap niyo	11978114-5357-4f58-b3fe-31ef1d8f64bc
301915	1	0:04:08.478	00:00:12.858	[filler/] Maraming salamat ho ngayon ho ang ginawa ko ay [filler/] kapada- kakapadala ko lang po ng [eng_start/] email [eng_end/] [filler/] meron pa po ba kayong ibang karagdagang katanungan bukod pa po dito	0853715e-c92a-4ece-b73a-6c46249048b9
360117	1	0:01:34.275	00:00:14.997	[filler/] Opo [eng_start/] sir [eng_end/] [filler/] ilan lang po sa mga halimbawa na hindi po magiging balido ang [eng_start/] insurance [eng_end/] [filler/] pag nagmaneho po kayo ng lasing at nabangga po kayo o sinadya niyo pong ibangga ang kotse niyo	11978114-5357-4f58-b3fe-31ef1d8f64bc
379070	2	0:01:21.296	00:00:4.590	Ang aking bagong [eng_start/] beneficiary [eng_end/] ay si "Emily Blanche"	bc4b2543-21b2-4fcc-bd7c-78eb6b19f3b6
352559	2	0:03:01.113	00:00:8.470	[n_s/] [filler/] Wala naman na po ako ng iba pang tanong sa ngayon	a74d7c64-f798-4bf0-890e-bca158c9a830
352540	2	0:00:37.450	00:00:12.190	[n_s/] [filler/] [eng_start/] One two four two five zero five one two [eng_end/] po [n_s/]	a74d7c64-f798-4bf0-890e-bca158c9a830
352542	2	0:00:49.640	00:00:16.095	[n_s/] [filler/] Sige po ma-ming salamat po Hihintayin ko na lang po [n_s/]	a74d7c64-f798-4bf0-890e-bca158c9a830
