case_id,case_text_value_type,case_text,case_source,case_type,case_transaction_type,case_status,case_priority_level,date_time_created,date_time_closed,customer_tier,RecordingId,SpeakerId,SegmentDuration,Domain,SampleRate,BitDepth,Role,IsNative,Age,Gender,Country,Accent,MainAudioFile,AudioFile
317279,Single message,maraming salamat at paalam [n_s/],Phone,Deposits,Request,New,High,2024-01-26T11:26:00+08:00,2024-01-26T11:27:00+08:00,High,f3b5af36-8ee0-452b-b2f2-a9a4f5f9bde4,AAF38662-6FDA-48EB-A673-F5F7A50C48DB,00:00:3.988,banking,8000,16,agent,True,42,Female,Philippines,Cavite,Audio/f3b5af36-8ee0-452b-b2f2-a9a4f5f9bde4.wav,sliced_audio/banking_317279.wav
301889,Single message,"[n_s/] Magandang umaga ho Maraming salamat po sa pagtawag sa pangkalahatang [eng_start/] insurance [eng_end/] Ako po si ""Michelle"" Anong pong pwedeng maitulong ko sa inyo",Phone,Credit Cards,Inquiry,New,Medium,2024-01-26T11:27:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,2A49118A-FAB0-44B4-B8D0-AC187E74D471,00:00:10.632,insurance,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301889.wav
301890,Single message,[n_s/] [filler/] Magandang umaga din po [filler/] Gusto ko lang po sanang magdagdag ng mga [eng_start/] gadget [eng_end/] sa [n_s/] aking [eng_start/] car insurance [eng_end/] [n_s/],Phone,Loans,Inquiry,Assigned,Medium,2024-01-26T11:28:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,D9E94E3E-1FF9-466D-B12C-0C1BC08F9463,00:00:8.456,insurance,8000,16,customer,True,21,Male,Philippines,Guimaras,Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301890.wav
301891,Single message,[n_s/] [filler/] Sige ho tutulungan ko po kayo tungkol diyan pwede ko po bang makuha yung buo ninyong pangalan [n_s/],Phone,Deposits,Inquiry,New,High,2024-01-26T11:29:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,2A49118A-FAB0-44B4-B8D0-AC187E74D471,00:00:5.306,insurance,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301891.wav
301892,Single message,[filler/] [filler/] Meron sa ano,Phone,Deposits,Inquiry,New,Low,2024-01-26T11:30:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,D9E94E3E-1FF9-466D-B12C-0C1BC08F9463,00:00:2.086,insurance,8000,16,customer,True,21,Male,Philippines,Guimaras,Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301892.wav
301893,Single message,Maraming salamat ho pwede niyo rin po bang [n_s/] [filler/] ibigay po sa akin yung numero po [n_s/] [eng_start/] policy [eng_end/],Phone,Deposits,Request,New,Medium,2024-01-26T11:31:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,2A49118A-FAB0-44B4-B8D0-AC187E74D471,00:00:7.458,insurance,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301893.wav
301894,Single message,[n_s/] [filler/] [eng_start/] Twenty-nine eighty-nine sixty-five [eng_end/],Phone,Deposits,Inquiry,New,Low,2024-01-26T11:32:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,D9E94E3E-1FF9-466D-B12C-0C1BC08F9463,00:00:4.280,insurance,8000,16,customer,True,21,Male,Philippines,Guimaras,Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301894.wav
301895,Single message,"Maraming salamat ho ngayon ho gusto ko lang pong kumpirmahin sa inyo kung tama po ang [eng_start/] address [eng_end/] ng nakikita ko dito sa aming [eng_start/] file [eng_end/] eto po ay [eng_start/] number two three three [eng_end/] [filler/] ""Dasmarinas Cavite"" tama po ba",Phone,Deposits,Complaint,Assigned,High,2024-01-26T11:33:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,2A49118A-FAB0-44B4-B8D0-AC187E74D471,00:00:13.499,insurance,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301895.wav
301896,Single message,[n_s/] [filler/] Sige ho gusto ko lang din pong tanungin kung ilan po ba ang [eng_start/] driver [eng_end/] na gusto nyong idagdag sa [eng_start/] policy [eng_end/],Phone,Deposits,Inquiry,Assigned,Low,2024-01-26T11:34:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,2A49118A-FAB0-44B4-B8D0-AC187E74D471,00:00:6.750,insurance,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301896.wav
301897,Single message,[filler/] [n_s/] Magdaragdag kasi ako ng limang [eng_start/] driver [eng_end/],Phone,Deposits,Request,New,High,2024-01-26T11:35:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,D9E94E3E-1FF9-466D-B12C-0C1BC08F9463,00:00:2.920,insurance,8000,16,customer,True,21,Male,Philippines,Guimaras,Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301897.wav
301898,Single message,[filler/] Ganun ho ba sige ho [filler/] pwede ko po bang malaman yung mga edad ng mga [eng_start/] driver [eng_end/] na idadagdag ninyo,Phone,Deposits,Inquiry,New,Low,2024-01-26T11:36:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,2A49118A-FAB0-44B4-B8D0-AC187E74D471,00:00:6.322,insurance,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301898.wav
301899,Single message,[filler/] [n_s/] Mga edad [filler/] nila po ay na- [n_s/] [filler/] simula sa [filler/] sa [filler/] tatlong buwan at tatlumpong limang [filler/] anyos at magkano po kaya ang madaragdag na halaga [n_s/],Phone,Credit Cards,Inquiry,New,Low,2024-01-26T11:37:00+08:00,,High,0853715e-c92a-4ece-b73a-6c46249048b9,D9E94E3E-1FF9-466D-B12C-0C1BC08F9463,00:00:10.437,insurance,8000,16,customer,True,21,Male,Philippines,Guimaras,Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301899.wav
301900,Single message,[filler/] [n_s/] Gusto ko lang po ipaliwanag sa inyo [n_s/] [uni/] ang ilan sa mga [eng_start/] driver [eng_end/] magkakaroon po ng karagdagang [filler/] bayad para doon,Phone,Deposits,Inquiry,Assigned,Low,2024-01-26T11:38:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,2A49118A-FAB0-44B4-B8D0-AC187E74D471,00:00:10.146,insurance,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301900.wav
301901,Single message,[filler/] Pwede bang isa-isahin ang mga bayarin ma- [filler/] [filler/] sa [eng_start/] bill [eng_end/],Phone,Deposits,Inquiry,New,Low,2024-01-26T11:39:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,D9E94E3E-1FF9-466D-B12C-0C1BC08F9463,00:00:5.300,insurance,8000,16,customer,True,21,Male,Philippines,Guimaras,Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301901.wav
301902,Single message,[n_s/] [filler/] Sige ho wala pong problema maaari ko po bang mahingi ang inyong [eng_start/] email address [eng_end/],Phone,Deposits,Request,New,High,2024-01-26T11:40:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,2A49118A-FAB0-44B4-B8D0-AC187E74D471,00:00:4.480,insurance,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301902.wav
301903,Single message,"[filler/] [n_s/] ""Amer Lizara"" at ""Gmail"" dot com po",Phone,Deposits,Request,New,High,2024-01-26T11:41:00+08:00,,High,0853715e-c92a-4ece-b73a-6c46249048b9,D9E94E3E-1FF9-466D-B12C-0C1BC08F9463,00:00:5.835,insurance,8000,16,customer,True,21,Male,Philippines,Guimaras,Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301903.wav
301904,Single message,Maraming [n_s/] salamat ho [filler/] Magpapadala po ako ng [eng_start/] quotation [eng_end/] para para po sa mga karagdagang [eng_start/] driver [eng_end/] na hinihiling ninyo [n_s/],Phone,Deposits,Request,Assigned,Medium,2024-01-26T11:42:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,2A49118A-FAB0-44B4-B8D0-AC187E74D471,00:00:7.654,insurance,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301904.wav
301905,Single message,Oo nakat- opo [filler/] nakatanggap din po kasi ako ng sulat na nag-aalok ng [filler/] pay- [eng_start/] paperless billing [eng_end/],Phone,Deposits,Complaint,New,High,2024-01-26T11:43:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,D9E94E3E-1FF9-466D-B12C-0C1BC08F9463,00:00:7.156,insurance,8000,16,customer,True,21,Male,Philippines,Guimaras,Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301905.wav
301906,Single message,[filler/] Ganun ho ba sige ho makakatulong rin po ako kaugnay nito,Phone,Deposits,Inquiry,New,High,2024-01-26T11:44:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,2A49118A-FAB0-44B4-B8D0-AC187E74D471,00:00:4.036,insurance,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301906.wav
301907,Single message,[n_s/] [filler/] Gusto ko ho sana na [n_s/] mat- matanggap ang lahat ng bill [filler/] sa paraang [filler/] elektroniko,Phone,Credit Cards,Inquiry,New,High,2024-01-26T11:45:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,D9E94E3E-1FF9-466D-B12C-0C1BC08F9463,00:00:12.390,insurance,8000,16,customer,True,21,Male,Philippines,Guimaras,Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301907.wav
301908,Single message,[filler/] Oho madalas po itong pinipili na mara- karamihan po ng [eng_start/] customer [eng_end/] namin dahil mas madali nga po ang makatanggap sa kanila ng [eng_start/] bill [eng_end/] gamit po sa paraang elektroniko [n_s/],Phone,Credit Cards,Complaint,Assigned,High,2024-01-26T11:46:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,2A49118A-FAB0-44B4-B8D0-AC187E74D471,00:00:11.886,insurance,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301908.wav
301909,Single message,[n_s/] [filler/] Meron po bang diskwento para sa [eng_start/] paperless billing [eng_end/],Phone,Deposits,Complaint,New,High,2024-01-26T11:47:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,D9E94E3E-1FF9-466D-B12C-0C1BC08F9463,00:00:10.332,insurance,8000,16,customer,True,21,Male,Philippines,Guimaras,Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301909.wav
301910,Single message,[n_s/] [filler/] Meron naman pong maliit na diskwento para po sa [eng_start/] paperless billing [eng_end/],Phone,Deposits,Complaint,New,High,2024-01-26T11:48:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,2A49118A-FAB0-44B4-B8D0-AC187E74D471,00:00:4.968,insurance,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301910.wav
301911,Single message,[filler/] [filler/] [n_s/] Sige po [filler/] naintindihan ko po at gusto ko po sanang mag-enroll dito,Phone,Deposits,Request,New,Medium,2024-01-26T11:49:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,D9E94E3E-1FF9-466D-B12C-0C1BC08F9463,00:00:5.267,insurance,8000,16,customer,True,21,Male,Philippines,Guimaras,Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301911.wav
301912,Single message,[filler/] Sige ho maraming salamat ho at ipoproseso ko po ito para sa inyo gusto ko lang din po ipaalam sa inyo na ang susunod po na [eng_start/] bill [eng_end/] para sa sa susunod na buwan ay ipadadala po sa paraang elektroniko,Phone,Credit Cards,Inquiry,New,Medium,2024-01-26T11:50:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,2A49118A-FAB0-44B4-B8D0-AC187E74D471,00:00:16.489,insurance,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301912.wav
301913,Single message,Matanong ko lang kung tama po kaya yung [eng_start/] email [eng_end/] na naka-record,Phone,Deposits,Complaint,New,High,2024-01-26T11:51:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,D9E94E3E-1FF9-466D-B12C-0C1BC08F9463,00:00:3.480,insurance,8000,16,customer,True,21,Male,Philippines,Guimaras,Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301913.wav
301914,Single message,"[filler/] Teka lang ho titignan ko ho [filler/] [n_s/] ang inyong [eng_start/] address [eng_end/] niyo po ba ay [eng_start/] boy one two three at ""Gmail"" dot com [eng_end/] [n_s/]",Phone,Deposits,Request,Assigned,High,2024-01-26T11:52:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,2A49118A-FAB0-44B4-B8D0-AC187E74D471,00:00:7.623,insurance,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301914.wav
301915,Single message,[filler/] Maraming salamat ho ngayon ho ang ginawa ko ay [filler/] kapada- kakapadala ko lang po ng [eng_start/] email [eng_end/] [filler/] meron pa po ba kayong ibang karagdagang katanungan bukod pa po dito,Phone,Deposits,Request,Assigned,High,2024-01-26T11:53:00+08:00,,Low,0853715e-c92a-4ece-b73a-6c46249048b9,2A49118A-FAB0-44B4-B8D0-AC187E74D471,00:00:12.858,insurance,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301915.wav
301916,Single message,[filler/] wala na po at maraming maraming salamat po sa tulong nyo at paalam po,Phone,Deposits,Request,New,High,2024-01-26T11:54:00+08:00,2024-01-26T11:55:00+08:00,Low,0853715e-c92a-4ece-b73a-6c46249048b9,D9E94E3E-1FF9-466D-B12C-0C1BC08F9463,00:00:4.699,insurance,8000,16,customer,True,21,Male,Philippines,Guimaras,Audio/0853715e-c92a-4ece-b73a-6c46249048b9.wav,sliced_audio/insurance_301916.wav
360103,Single message,"Magandang araw maraming salamat sa pagtawag sa [eng_start/] ""Insurance [eng_end/] ng Bayan"" ako po ay si ""Grace"" ano po ang maitutulong ko",Phone,Deposits,Inquiry,New,Low,2024-01-26T11:55:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,B96ADAE4-D9C9-434D-A184-38F1C502775D,00:00:7.575,insurance,8000,16,agent,True,30,Female,Philippines,Pangasinan,Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360103.wav
360104,Single message,[filler/] Magandang [n_s/] araw po gusto ko po sanang taasan ang [eng_start/] coverage [eng_end/] ng aking [eng_start/] home insurance [eng_end/],Phone,Loans,Inquiry,New,Medium,2024-01-26T11:56:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,DB2C7182-A0C0-4BBB-A070-143029D751FA,00:00:6.927,insurance,8000,16,customer,True,33,Male,Philippines,National Capital Region (Metro Manila),Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360104.wav
360105,Single message,"[filler/] Posible po ito [eng_start/] sir [eng_end/] maaari ko po bang hingin ang inyong buong pangalan maraming salamat ginohong ginoong ""Rohel"" at ano po ang petsa ng inyong kapanganakan",Phone,Deposits,Inquiry,New,High,2024-01-26T11:57:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,B96ADAE4-D9C9-434D-A184-38F1C502775D,00:00:11.748,insurance,8000,16,agent,True,30,Female,Philippines,Pangasinan,Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360105.wav
360106,Single message,Disyembre [eng_start/] twenty five nineteen eighty nine [eng_end/],Phone,Deposits,Request,New,High,2024-01-26T11:58:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,DB2C7182-A0C0-4BBB-A070-143029D751FA,00:00:3.120,insurance,8000,16,customer,True,33,Male,Philippines,National Capital Region (Metro Manila),Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360106.wav
360107,Single message,Maraming salamat po ano po ang [eng_start/] account number [eng_end/] niyo [eng_start/] sir [eng_end/],Phone,Deposits,Request,Assigned,Low,2024-01-26T11:59:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,B96ADAE4-D9C9-434D-A184-38F1C502775D,00:00:3.918,insurance,8000,16,agent,True,30,Female,Philippines,Pangasinan,Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360107.wav
360108,Single message,[filler/] [eng_start/] Ma'am [eng_end/] tanong ko lang po kung saan makikita ang aking [eng_start/] policy number [eng_end/],Phone,Deposits,Inquiry,Assigned,Low,2024-01-26T12:00:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,DB2C7182-A0C0-4BBB-A070-143029D751FA,00:00:4.918,insurance,8000,16,customer,True,33,Male,Philippines,National Capital Region (Metro Manila),Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360108.wav
360109,Single message,[n_s/] [filler/] Pwede niyo pong tingnan ang orihinal na kontrata [eng_start/] sir [eng_end/],Phone,Loans,Inquiry,New,Medium,2024-01-26T12:01:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,B96ADAE4-D9C9-434D-A184-38F1C502775D,00:00:4.226,insurance,8000,16,agent,True,30,Female,Philippines,Pangasinan,Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360109.wav
360110,Single message,[n_s/] [filler/] Sige po [eng_start/] ma'am [eng_end/] eto po yung [eng_start/] policy number [eng_end/] ko [eng_start/] ma'am three two five six seven nine three one [eng_end/],Phone,Deposits,Request,Assigned,Low,2024-01-26T12:02:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,DB2C7182-A0C0-4BBB-A070-143029D751FA,00:00:6.522,insurance,8000,16,customer,True,33,Male,Philippines,National Capital Region (Metro Manila),Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360110.wav
360111,Single message,Maraming salamat po at maitanong ko lang po [eng_start/] sir [eng_end/] [filler/] kung ano ang dagdag na [eng_start/] insurance [eng_end/] na hinahanap niyo,Phone,Credit Cards,Inquiry,New,Low,2024-01-26T12:03:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,B96ADAE4-D9C9-434D-A184-38F1C502775D,00:00:7.911,insurance,8000,16,agent,True,30,Female,Philippines,Pangasinan,Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360111.wav
360112,Single message,[filler/] [eng_start/] Ma'am [eng_end/] yung hinahanap ko kasing [eng_start/] insurance [eng_end/] ay kailangan para sa bagong ari-arian paupahan ko sanang humingi ng [eng_start/] quote [eng_end/] [n_s/],Phone,Loans,Request,Assigned,Medium,2024-01-26T12:04:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,DB2C7182-A0C0-4BBB-A070-143029D751FA,00:00:9.416,insurance,8000,16,customer,True,33,Male,Philippines,National Capital Region (Metro Manila),Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360112.wav
360113,Single message,[filler/] [eng_start/] Sir [eng_end/] ano po ba ang gusto niyo [filler/] ano po bang gusto niyong mai-cover ng insu-,Phone,Deposits,Inquiry,New,Low,2024-01-26T12:05:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,B96ADAE4-D9C9-434D-A184-38F1C502775D,00:00:5.884,insurance,8000,16,agent,True,30,Female,Philippines,Pangasinan,Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360113.wav
360114,Single message,[filler/] Gusto ko po sana [eng_start/] ma'am [eng_end/] ng [eng_start/] glove dwelling liability [eng_end/] at [eng_start/] loss of rent coverage [eng_end/],Phone,Loans,Complaint,New,High,2024-01-26T12:06:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,DB2C7182-A0C0-4BBB-A070-143029D751FA,00:00:7.099,insurance,8000,16,customer,True,33,Male,Philippines,National Capital Region (Metro Manila),Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360114.wav
360115,Single message,[n_s/] [filler/] Binabati ko po kayo [eng_start/] sir [eng_end/] sa bago niyong ari-arian at makakatulong po ako dito [filler/] mayroon pong mga partikular na -wasyon ng hindi po sasakupin ng [eng_start/] insurance [eng_end/],Phone,Credit Cards,Complaint,Assigned,Low,2024-01-26T12:07:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,B96ADAE4-D9C9-434D-A184-38F1C502775D,00:00:12.027,insurance,8000,16,agent,True,30,Female,Philippines,Pangasinan,Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360115.wav
360116,Single message,[filler/] [eng_start/] Ma'am [eng_end/] pwede ba akong humingi ng halimbawa sa naturang sitwasyon,Phone,Deposits,Complaint,New,Medium,2024-01-26T12:08:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,DB2C7182-A0C0-4BBB-A070-143029D751FA,00:00:4.414,insurance,8000,16,customer,True,33,Male,Philippines,National Capital Region (Metro Manila),Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360116.wav
360117,Single message,[filler/] Opo [eng_start/] sir [eng_end/] [filler/] ilan lang po sa mga halimbawa na hindi po magiging balido ang [eng_start/] insurance [eng_end/] [filler/] pag nagmaneho po kayo ng lasing at nabangga po kayo o sinadya niyo pong ibangga ang kotse niyo,Phone,Loans,Complaint,Assigned,High,2024-01-26T12:09:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,B96ADAE4-D9C9-434D-A184-38F1C502775D,00:00:14.997,insurance,8000,16,agent,True,30,Female,Philippines,Pangasinan,Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360117.wav
360118,Single message,[filler/] Sige [eng_start/] ma'am [eng_end/] inaasahan ko na po yan Tanong ko lang din po kung meron po bang [eng_start/] excess policy [eng_end/],Phone,Deposits,Inquiry,Assigned,High,2024-01-26T12:10:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,DB2C7182-A0C0-4BBB-A070-143029D751FA,00:00:5.885,insurance,8000,16,customer,True,33,Male,Philippines,National Capital Region (Metro Manila),Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360118.wav
360119,Single message,Opo [eng_start/] sir [eng_end/] meron po at ipapaalam ko lang po sa inyo ang [eng_start/] excess [eng_end/] at nag-aalok din po kami ng mga [eng_start/] preview premium add-on [eng_end/],Phone,Deposits,Inquiry,Assigned,Low,2024-01-26T12:11:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,B96ADAE4-D9C9-434D-A184-38F1C502775D,00:00:9.285,insurance,8000,16,agent,True,30,Female,Philippines,Pangasinan,Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360119.wav
360120,Single message,[filler/] [eng_start/] Ma'am [eng_end/] tanong ko lang din po kung maari bang [n_s/] ipaba- ipadala ang impormasyon na ito sa pamamagitan po ng [eng_start/] email [eng_end/],Phone,Deposits,Inquiry,Assigned,Medium,2024-01-26T12:12:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,DB2C7182-A0C0-4BBB-A070-143029D751FA,00:00:8.444,insurance,8000,16,customer,True,33,Male,Philippines,National Capital Region (Metro Manila),Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360120.wav
360121,Single message,"Ay opo pwede po [eng_start/] sir [eng_end/] at tama po ba itong [eng_start/] email [eng_end/] na nasa [eng_start/] system sir [eng_end/] ito po ay [filler/] [eng_start/] cookies one four three at ""Gmail"" dot com [eng_end/]",Phone,Deposits,Complaint,Assigned,High,2024-01-26T12:13:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,B96ADAE4-D9C9-434D-A184-38F1C502775D,00:00:14.452,insurance,8000,16,agent,True,30,Female,Philippines,Pangasinan,Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360121.wav
360122,Single message,[filler/] Maraming salamat at tanungin ko lang po [eng_start/] sir [eng_end/] ang taon kung kailan niyo itinayo ang inyong ari-arian,Phone,Deposits,Inquiry,New,Low,2024-01-26T12:14:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,B96ADAE4-D9C9-434D-A184-38F1C502775D,00:00:6.609,insurance,8000,16,agent,True,30,Female,Philippines,Pangasinan,Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360122.wav
360123,Single message,"[filler/] Bali naitayo ko sya [eng_start/] ma'am [eng_end/] noong [eng_start/] ""January"" ten two thousand eighteen [eng_end/]",Phone,Deposits,Complaint,New,High,2024-01-26T12:15:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,DB2C7182-A0C0-4BBB-A070-143029D751FA,00:00:5.318,insurance,8000,16,customer,True,33,Male,Philippines,National Capital Region (Metro Manila),Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360123.wav
360124,Single message,[filler/] [eng_start/] sir [eng_end/] magdaragdag po ba kayo ng awtorisadong tao sa [eng_start/] policy [eng_end/],Phone,Deposits,Request,New,Low,2024-01-26T12:16:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,B96ADAE4-D9C9-434D-A184-38F1C502775D,00:00:4.509,insurance,8000,16,agent,True,30,Female,Philippines,Pangasinan,Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360124.wav
360125,Single message,Opo [eng_start/] ma'am [eng_end/] [n_s/] magdagda- magdadagdag sana ako [eng_start/] ma'am [eng_end/] kung pwede po,Phone,Deposits,Inquiry,Assigned,Medium,2024-01-26T12:17:00+08:00,,Low,11978114-5357-4f58-b3fe-31ef1d8f64bc,DB2C7182-A0C0-4BBB-A070-143029D751FA,00:00:3.754,insurance,8000,16,customer,True,33,Male,Philippines,National Capital Region (Metro Manila),Audio/11978114-5357-4f58-b3fe-31ef1d8f64bc.wav,sliced_audio/insurance_360125.wav
